"","X","pl.p","IBRA","IBRAsub","data.source","collecting.agency","planting","plot","measure.date","lat","long","year.planted","age","establishment","plot.type","planting.width","plot.area","geometry","width","aridity.index","carbon","clay","elevation.relief","elevation","nitrogen","phosphorus","ph","prec.annual","prec.season","prescott","sand","silt","slope","soil.depth","solar.annual","tmax.annual","tmin.annual","TWI","tot.ag.mass","biomass.area","plant.count","density","rare.rich","rare.rich.se","alpha","planting.old"
"651",651,"217.C","VIM","VIM04","Greening Australia","GA-Vic H141 Z1","217","C",2009,-37.2163,141.2855,2003,6,"DS","Planting",NA,0.0225,"Block",5,0.538651287555695,3.86455869674683,23.6017761230469,17.5837554931641,148,0.135670716563861,0.0252417816470067,5.10211706161499,655,41,0.717241525650024,56.1700782775879,10.447244644165,1.68944680690765,1.05762076377869,15.4957968519412,19.925,7.51666666666667,10.3677101135254,944.389941,41972.8862666667,73,3244.44444444444,1.65639269406393,0.474911913141193,2,"H1LEP2"
"652",652,"217.D","VIM","VIM04","Greening Australia","GA-Vic H141 Z1","217","D",2009,-37.2163,141.2855,2003,6,"DS","Planting",NA,0.0225,"Block",5,0.538651287555695,3.86455869674683,23.6017761230469,17.5837554931641,148,0.135670716563861,0.0252417816470067,5.10211706161499,655,41,0.717241525650024,56.1700782775879,10.447244644165,1.68944680690765,1.05762076377869,15.4957968519412,19.925,7.51666666666667,10.3677101135254,159.04279,7068.56844444444,38,1688.88888888889,1.999989857575,0.00318470126296348,2,"H1LEP2"
"653",653,"218.A","NCP","NCP02","Greening Australia","GA-Vic H141 Z1","218","A",2009,-37.899,141.638,2003,6,"DS","Planting",NA,0.0144,"Block ",5,0.677685976028442,5.89678239822388,27.1890207926432,18.6359710693359,93,0.167026109993458,0.0285609699785709,4.95916159947713,738,36,0.793779850006104,59.6904271443685,11.1128285725911,2.4733898639679,1.02486896514893,14.0957889376947,18.8583333333333,8.3,6.76313591003418,509.439436,35377.7386111111,32,2222.22222222222,4.875,0.336759941300203,5,"H1LIP1"
"654",654,"218.B","NCP","NCP02","Greening Australia","GA-Vic H141 Z1","218","B",2009,-37.899,141.638,2003,6,"DS","Planting",NA,0.0144,"Block ",5,0.677685976028442,5.89678239822388,27.1890207926432,18.6359710693359,93,0.167026109993458,0.0285609699785709,4.95916159947713,738,36,0.793779850006104,59.6904271443685,11.1128285725911,2.4733898639679,1.02486896514893,14.0957889376947,18.8583333333333,8.3,6.76313591003418,517.765769,35955.9561805556,39,2708.33333333333,4.93150235255498,0.254545547785674,5,"H1LIP1"
"655",655,"218.C","NCP","NCP02","Greening Australia","GA-Vic H141 Z1","218","C",2009,-37.899,141.638,2003,6,"DS","Planting",NA,0.0144,"Block ",5,0.677685976028442,5.89678239822388,27.1890207926432,18.6359710693359,93,0.167026109993458,0.0285609699785709,4.95916159947713,738,36,0.793779850006104,59.6904271443685,11.1128285725911,2.4733898639679,1.02486896514893,14.0957889376947,18.8583333333333,8.3,6.76313591003418,487.924336,33883.6344444444,34,2361.11111111111,3.97794117647059,0.147021622860757,4,"H1LIP1"
"656",656,"219.A","VIM","VIM04","Greening Australia","GA-Vic H141 Z1","219","A",2009,-37.4019,141.9222,1990,19,"DS","Planting",NA,0.032,"Block",5,0.57731956243515,5.85052967071533,22.9621562957764,15.4875946044922,248,0.119652951757113,0.0198060733576616,5.05061562856038,672,34,0.761623024940491,61.2773119608561,12.1371650695801,1.16109895706177,1.06638181209564,15.3154180771744,19.0833333333333,7.2,10.9826583862305,2917.888234,91184.0073125,33,1031.25,6.89754398826979,0.304453469713284,7,"H1LYP1"
"657",657,"219.B","VIM","VIM04","Greening Australia","GA-Vic H141 Z1","219","B",2009,-37.4019,141.9222,1990,19,"DS","Planting",NA,0.032,"Block",5,0.57731956243515,5.85052967071533,22.9621562957764,15.4875946044922,248,0.119652951757113,0.0198060733576616,5.05061562856038,672,34,0.761623024940491,61.2773119608561,12.1371650695801,1.16109895706177,1.06638181209564,15.3154180771744,19.0833333333333,7.2,10.9826583862305,2741.650912,85676.591,40,1250,6.82653893257608,0.396482061789677,7,"H1LYP1"
"658",658,"219.C","VIM","VIM04","Greening Australia","GA-Vic H141 Z1","219","C",2009,-37.4019,141.9222,1990,19,"DS","Planting",NA,0.032,"Block",5,0.57731956243515,5.85052967071533,22.9621562957764,15.4875946044922,248,0.119652951757113,0.0198060733576616,5.05061562856038,672,34,0.761623024940491,61.2773119608561,12.1371650695801,1.16109895706177,1.06638181209564,15.3154180771744,19.0833333333333,7.2,10.9826583862305,3390.346766,105948.3364375,38,1187.5,5.57882565932102,0.568760254160982,6,"H1LYP1"
"659",659,"220.A","SVP","SVP01","Greening Australia","GA-Vic H141 Z1","220","A",2009,-38.084,141.4306,1991,18,"DS","Planting",NA,0.015,"Block",5,0.83234715461731,7.36604499816895,22.75022315979,9.56208801269531,109,0.151679180562496,0.0314208908627431,4.65442339579264,844,39,0.883241355419159,60.9253349304199,12.1950918833415,2.33190870285034,1.04384660720825,14.3013490241286,17.9416666666667,8.475,8.45735168457031,2176.133493,145075.5662,69,4600,2.86954550642505,0.695898628954353,4,"H1MDP1"
"660",660,"220.B","SVP","SVP01","Greening Australia","GA-Vic H141 Z1","220","B",2009,-38.084,141.4306,1991,18,"DS","Planting",NA,0.015,"Block",5,0.83234715461731,7.36604499816895,22.75022315979,9.56208801269531,109,0.151679180562496,0.0314208908627431,4.65442339579264,844,39,0.883241355419159,60.9253349304199,12.1950918833415,2.33190870285034,1.04384660720825,14.3013490241286,17.9416666666667,8.475,8.45735168457031,877.950811,58530.0540666667,48,3200,2.62456777942278,0.484473726394151,3,"H1MDP1"
"661",661,"220.C","SVP","SVP01","Greening Australia","GA-Vic H141 Z1","220","C",2009,-38.084,141.4306,1991,18,"DS","Planting",NA,0.015,"Block",5,0.83234715461731,7.36604499816895,22.75022315979,9.56208801269531,109,0.151679180562496,0.0314208908627431,4.65442339579264,844,39,0.883241355419159,60.9253349304199,12.1950918833415,2.33190870285034,1.04384660720825,14.3013490241286,17.9416666666667,8.475,8.45735168457031,1118.637152,74575.8101333333,52,3466.66666666667,1.99633504793079,0.0604278097860399,2,"H1MDP1"
"662",662,"221.A","SVP","SVP01","Greening Australia","GA-Vic H141 Z1","221","A",2009,-37.8339,141.8557,2001,8,"DS","Planting",NA,0.0225,"Block",5,0.631386876106262,6.55905961990356,26.403818766276,15.8986358642578,146,0.166494021813075,0.03109244008859,4.86017958323161,692,34,0.810896396636963,56.7848307291667,10.8033507664998,3.02727007865906,0.974360644817352,14.9939574627647,18.675,7.93333333333333,7.96751832962036,1106.617204,49182.9868444445,49,2177.77777777778,6.81412379241544,0.400229704563898,7,"H1NIP1"
"663",663,"221.B","SVP","SVP01","Greening Australia","GA-Vic H141 Z1","221","B",2009,-37.8339,141.8557,2001,8,"DS","Planting",NA,0.0225,"Block",5,0.631386876106262,6.55905961990356,26.403818766276,15.8986358642578,146,0.166494021813075,0.03109244008859,4.86017958323161,692,34,0.810896396636963,56.7848307291667,10.8033507664998,3.02727007865906,0.974360644817352,14.9939574627647,18.675,7.93333333333333,7.96751832962036,1974.644667,87761.9852,55,2444.44444444444,5.49276949674774,0.541836410901517,6,"H1NIP1"
"664",664,"221.C","SVP","SVP01","Greening Australia","GA-Vic H141 Z1","221","C",2009,-37.8339,141.8557,2001,8,"DS","Planting",NA,0.0225,"Block",5,0.631386876106262,6.55905961990356,26.403818766276,15.8986358642578,146,0.166494021813075,0.03109244008859,4.86017958323161,692,34,0.810896396636963,56.7848307291667,10.8033507664998,3.02727007865906,0.974360644817352,14.9939574627647,18.675,7.93333333333333,7.96751832962036,2399.365555,106638.469111111,84,3733.33333333333,5.32556300428081,0.654399498621477,6,"H1NIP1"
"665",665,"222.A","SVP","SVP01","Greening Australia","GA-Vic H141 Z1","222","A",2009,-37.8312,141.8606,2001,8,"DS","Planting",NA,0.01,"Block",5,0.638686120510101,6.46507549285889,24.4555397033691,16.2560119628906,158,0.179146995147069,0.0306250732392073,4.86613798141479,700,34,0.816626667976379,62.410888671875,11.1511659622192,3.11873054504395,1.04166400432587,14.6558215372126,18.5916666666667,7.85,11.8804512023926,527.584139,52758.4139,50,5000,6.36325775354113,0.653907962190472,7,"H1NIP2"
"666",666,"222.B","SVP","SVP01","Greening Australia","GA-Vic H141 Z1","222","B",2009,-37.8312,141.8606,2001,8,"DS","Planting",NA,0.01,"Block",5,0.638686120510101,6.46507549285889,24.4555397033691,16.2560119628906,158,0.179146995147069,0.0306250732392073,4.86613798141479,700,34,0.816626667976379,62.410888671875,11.1511659622192,3.11873054504395,1.04166400432587,14.6558215372126,18.5916666666667,7.85,11.8804512023926,668.787737,66878.7737,35,3500,5.84033613445378,0.370441740826688,6,"H1NIP2"
"667",667,"222.C","SVP","SVP01","Greening Australia","GA-Vic H141 Z1","222","C",2009,-37.8312,141.8606,2001,8,"DS","Planting",NA,0.01,"Block",5,0.638686120510101,6.46507549285889,24.4555397033691,16.2560119628906,158,0.179146995147069,0.0306250732392073,4.86613798141479,700,34,0.816626667976379,62.410888671875,11.1511659622192,3.11873054504395,1.04166400432587,14.6558215372126,18.5916666666667,7.85,11.8804512023926,644.377458,64437.7458,67,6700,4.81419961181158,0.39642848917151,5,"H1NIP2"
"668",668,"223.A","SCP","SCP03","Greening Australia","GA-Vic H141 Z1","223","A",2009,-38.1996,142.0353,1998,11,"DS","Planting",NA,0.03,"Block",5,0.7404505610466,5.85033321380615,22.410057703654,2.77521133422852,57,0.144648435215155,0.028852733472983,4.88730398813883,756,33,0.831032156944275,58.3017247517904,9.62777741750081,0.224413931369781,0.870580971240997,14.7211671743789,18.35,8.96666666666667,12.7962169647217,1636.667483,54555.5827666667,63,2100,5.51203333918067,0.888488518350719,7,"H1PAP1"
"669",669,"223.B","SCP","SCP03","Greening Australia","GA-Vic H141 Z1","223","B",2009,-38.1996,142.0353,1998,11,"DS","Planting",NA,0.03,"Block",5,0.7404505610466,5.85033321380615,22.410057703654,2.77521133422852,57,0.144648435215155,0.028852733472983,4.88730398813883,756,33,0.831032156944275,58.3017247517904,9.62777741750081,0.224413931369781,0.870580971240997,14.7211671743789,18.35,8.96666666666667,12.7962169647217,2698.713043,89957.1014333333,83,2766.66666666667,3.9328641774882,0.251082117591231,4,"H1PAP1"
"670",670,"223.C","SCP","SCP03","Greening Australia","GA-Vic H141 Z1","223","C",2009,-38.1996,142.0353,1998,11,"DS","Planting",NA,0.03,"Block",5,0.7404505610466,5.85033321380615,22.410057703654,2.77521133422852,57,0.144648435215155,0.028852733472983,4.88730398813883,756,33,0.831032156944275,58.3017247517904,9.62777741750081,0.224413931369781,0.870580971240997,14.7211671743789,18.35,8.96666666666667,12.7962169647217,2273.162588,75772.0862666667,104,3466.66666666667,4.72182987497045,0.707496990445717,6,"H1PAP1"
"671",671,"224.A","NCP","NCP02","Greening Australia","GA-Vic H141 Z1","224","A",2009,-38.3336,141.4836,1998,11,"DS","Planting",NA,0.0225,"Block",5,0.888165056705475,6.99252891540527,11.606954574585,8.38895034790039,63,0.145788215100765,0.0224432703107595,4.64095290501912,818,41,0.951327681541443,77.2441024780273,8.60490735371908,0.446638643741608,1.02676260471344,14.7079979296074,17.4,9.46666666666667,9.70753479003906,3423.370683,152149.808133333,68,3022.22222222222,7.25622274583941,1.00055136584016,9,"H1PHP1"
"672",672,"224.B","NCP","NCP02","Greening Australia","GA-Vic H141 Z1","224","B",2009,-38.3336,141.4836,1998,11,"DS","Planting",NA,0.0225,"Block",5,0.888165056705475,6.99252891540527,11.606954574585,8.38895034790039,63,0.145788215100765,0.0224432703107595,4.64095290501912,818,41,0.951327681541443,77.2441024780273,8.60490735371908,0.446638643741608,1.02676260471344,14.7079979296074,17.4,9.46666666666667,9.70753479003906,3069.346875,136415.416666667,55,2444.44444444444,6.15281979241866,0.739586453946252,7,"H1PHP1"
"673",673,"224.C","NCP","NCP02","Greening Australia","GA-Vic H141 Z1","224","C",2009,-38.3336,141.4836,1998,11,"DS","Planting",NA,0.0225,"Block",5,0.888165056705475,6.99252891540527,11.606954574585,8.38895034790039,63,0.145788215100765,0.0224432703107595,4.64095290501912,818,41,0.951327681541443,77.2441024780273,8.60490735371908,0.446638643741608,1.02676260471344,14.7079979296074,17.4,9.46666666666667,9.70753479003906,2525.21445,112231.753333333,36,1600,6.61904761904762,0.553502457294019,7,"H1PHP1"
"674",674,"225.A","NCP","NCP02","Greening Australia","GA-Vic H141 Z1","225","A",2009,-37.8712,141.6612,2003,6,"TS","Planting",NA,0.06,"Block",5,0.654826939105988,6.29789924621582,20.5913721720378,17.9438705444336,94,0.117222761114438,0.0212970562279224,4.88678248723348,719,36,0.778201282024384,69.3846155802409,10.2349351247152,1.15782856941223,1.04530537128448,14.3340284613437,18.8666666666667,8.225,8.68410110473633,1354.694126,22578.2354333333,49,816.666666666667,4.9736681145686,0.160487124882062,5,"H1TAP1"
"675",675,"225.B","NCP","NCP02","Greening Australia","GA-Vic H141 Z1","225","B",2009,-37.8712,141.6612,2003,6,"TS","Planting",NA,0.06,"Block",5,0.654826939105988,6.29789924621582,20.5913721720378,17.9438705444336,94,0.117222761114438,0.0212970562279224,4.88678248723348,719,36,0.778201282024384,69.3846155802409,10.2349351247152,1.15782856941223,1.04530537128448,14.3340284613437,18.8666666666667,8.225,8.68410110473633,816.320524,13605.3420666667,39,650,4.67184593500383,0.510253987892183,5,"H1TAP1"
"676",676,"225.C","NCP","NCP02","Greening Australia","GA-Vic H141 Z1","225","C",2009,-37.8712,141.6612,2003,6,"TS","Planting",NA,0.06,"Block",5,0.654826939105988,6.29789924621582,20.5913721720378,17.9438705444336,94,0.117222761114438,0.0212970562279224,4.88678248723348,719,36,0.778201282024384,69.3846155802409,10.2349351247152,1.15782856941223,1.04530537128448,14.3340284613437,18.8666666666667,8.225,8.68410110473633,551.770478,9196.17463333333,68,1133.33333333333,4.35053629498157,0.569179644937047,5,"H1TAP1"
"677",677,"226.A","VIM","VIM04","Greening Australia","GA-Vic H141 Z1","226","A",2009,-37.5235,141.8804,1984,25,"DS","Planting",NA,0.06,"Block",5,0.595446586608887,5.53085947036743,25.4287605285645,13.7499237060547,244,0.127370563646158,0.0172487782935301,4.84112691879272,680,34,0.78406172990799,58.9882634480794,13.7983868916829,1.73993480205536,1.08217859268188,15.1595576339021,18.85,7.29166666666667,9.66547870635986,10195.48988,169924.831333333,38,633.333333333333,7.93409198672357,0.863319639449545,9,"H1WIP1"
"678",678,"226.B","VIM","VIM04","Greening Australia","GA-Vic H141 Z1","226","B",2009,-37.5235,141.8804,1984,25,"DS","Planting",NA,0.06,"Block",5,0.595446586608887,5.53085947036743,25.4287605285645,13.7499237060547,244,0.127370563646158,0.0172487782935301,4.84112691879272,680,34,0.78406172990799,58.9882634480794,13.7983868916829,1.73993480205536,1.08217859268188,15.1595576339021,18.85,7.29166666666667,9.66547870635986,10542.402625,175706.710416667,45,750,6.22662274301973,0.718540782224201,7,"H1WIP1"
"679",679,"226.C","VIM","VIM04","Greening Australia","GA-Vic H141 Z1","226","C",2009,-37.5235,141.8804,1984,25,"DS","Planting",NA,0.065,"Block",5,0.595446586608887,5.53085947036743,25.4287605285645,13.7499237060547,244,0.127370563646158,0.0172487782935301,4.84112691879272,680,34,0.78406172990799,58.9882634480794,13.7983868916829,1.73993480205536,1.08217859268188,15.1595576339021,18.85,7.29166666666667,9.66547870635986,6120.210391,94157.0829384615,40,615.384615384615,2.99770215559689,0.0478807300926653,3,"H1WIP1"
"680",680,"227.A","VIM","VIM04","Greening Australia","GA-Vic H141 Z1","227","A",2009,-37.5104,141.8817,1987,22,"DS","Planting",NA,0.065,"Linear (? rows, 24 m)",3,0.597379922866821,5.65773010253906,25.4611536661784,10.7642059326172,251,0.133393349746863,0.0201383760819832,4.92560036977132,684,34,0.787525177001953,56.0748011271159,13.3902737299601,0.833703517913818,1.09985935688019,15.070804661837,18.8583333333333,7.24166666666667,8.79561996459961,8502.475118,130807.309507692,38,584.615384615385,6.53816972824763,0.596004276853927,7,"H1WIP2"
"681",681,"227.B","VIM","VIM04","Greening Australia","GA-Vic H141 Z1","227","B",2009,-37.5104,141.8817,1987,22,"DS","Planting",NA,0.065,"Linear (? rows, 24 m)",3,0.597379922866821,5.65773010253906,25.4611536661784,10.7642059326172,251,0.133393349746863,0.0201383760819832,4.92560036977132,684,34,0.787525177001953,56.0748011271159,13.3902737299601,0.833703517913818,1.09985935688019,15.070804661837,18.8583333333333,7.24166666666667,8.79561996459961,9049.738139,139226.7406,35,538.461538461538,4.85714285714286,0.349927106111882,5,"H1WIP2"
"682",682,"227.C","VIM","VIM04","Greening Australia","GA-Vic H141 Z1","227","C",2009,-37.5104,141.8817,1987,22,"DS","Planting",NA,0.065,"Linear (? rows, 24 m)",3,0.597379922866821,5.65773010253906,25.4611536661784,10.7642059326172,251,0.133393349746863,0.0201383760819832,4.92560036977132,684,34,0.787525177001953,56.0748011271159,13.3902737299601,0.833703517913818,1.09985935688019,15.070804661837,18.8583333333333,7.24166666666667,8.79561996459961,11769.363614,181067.132523077,37,569.230769230769,5.93640699523052,0.246213042011143,6,"H1WIP2"
"683",683,"228.A","VIM","VIM04","Greening Australia","GA-Vic H141 Z1","228","A",2009,-37.6022,141.3917,2000,9,"DS","Planting",NA,0.01,"Linear (? rows, 22 m)",3,0.563948512077332,3.71783971786499,21.2783692677816,30.3169631958008,61,0.105880220731099,0.0257454589009285,4.90464814503988,657,38,0.762630045413971,65.198299407959,12.5230340957642,4.17986822128296,1.06585311889648,14.7682550023712,19.7333333333333,8.25833333333333,6.99594020843506,1367.935481,136793.5481,43,4300,6.37216264196621,0.65543585787161,7,"H1WWP1"
"684",684,"228.B","VIM","VIM04","Greening Australia","GA-Vic H141 Z1","228","B",2009,-37.6022,141.3917,2000,9,"DS","Planting",NA,0.01,"Linear (? rows, 22 m)",3,0.563948512077332,3.71783971786499,21.2783692677816,30.3169631958008,61,0.105880220731099,0.0257454589009285,4.90464814503988,657,38,0.762630045413971,65.198299407959,12.5230340957642,4.17986822128296,1.06585311889648,14.7682550023712,19.7333333333333,8.25833333333333,6.99594020843506,810.261287,81026.1287,32,3200,4.875,0.336759941300203,5,"H1WWP1"
"685",685,"228.C","VIM","VIM04","Greening Australia","GA-Vic H141 Z1","228","C",2009,-37.6022,141.3917,2000,9,"DS","Planting",NA,0.01,"Linear (? rows, 22 m)",3,0.563948512077332,3.71783971786499,21.2783692677816,30.3169631958008,61,0.105880220731099,0.0257454589009285,4.90464814503988,657,38,0.762630045413971,65.198299407959,12.5230340957642,4.17986822128296,1.06585311889648,14.7682550023712,19.7333333333333,8.25833333333333,6.99594020843506,797.751106,79775.1106,43,4300,6.90381527853792,0.296351502271459,7,"H1WWP1"
"686",686,"208.22","WET","WET07","QDAFF","QDAFF","208","22",2012,-17.22513889,145.6375556,1994,18,"TS","Planting",NA,0.18,"Block",5,1.53392732143402,5.36446619033813,37.5978825887044,75.4789428710938,736,0.266166761517525,0.0777241165439288,5.11025428771973,2238,76,1.43138778209686,34.7504285176595,20.931568145752,5.22244882583618,1.13863027095795,18.3546425527645,25.9,15.975,7.04714584350586,15980.591099,88781.0616611111,60,333.333333333333,1.99999999283251,8.46610457867165e-05,2,"H.2012"
"687",687,"208.23","WET","WET07","QDAFF","QDAFF","208","23",2012,-17.22513889,145.6375556,1994,18,"TS","Planting",NA,0.12,"Block",5,1.53392732143402,5.36446619033813,37.5978825887044,75.4789428710938,736,0.266166761517525,0.0777241165439288,5.11025428771973,2238,76,1.43138778209686,34.7504285176595,20.931568145752,5.22244882583618,1.13863027095795,18.3546425527645,25.9,15.975,7.04714584350586,7024.282167,58535.684725,60,500,4.69803746646066,0.837287042141137,6,"H.2012"
"688",688,"229.A","MDD","MDD05","Greening Australia","GA-Vic H141 Z2","229","A",2009,-37.0744,141.9186,2004,5,"TS","Planting",NA,0.0594,"Linear??? (? rows, 25 m)",2,0.467860043048859,4.01746129989624,23.7166315714518,8.3154296875,172,0.0962626126905282,0.0167364915832877,5.20276069641113,575,35,0.608987867832184,63.6818707784017,6.77556339899699,1.12634527683258,1.15455305576324,15.7704512139914,20.075,7.45833333333333,9.20066070556641,871.038384,14663.9458585859,40,673.400673400673,2,0,2,"H2ARP1"
"689",689,"229.B","MDD","MDD05","Greening Australia","GA-Vic H141 Z2","229","B",2009,-37.0744,141.9186,2004,5,"TS","Planting",NA,0.0594,"Linear??? (? rows, 25 m)",2,0.467860043048859,4.01746129989624,23.7166315714518,8.3154296875,172,0.0962626126905282,0.0167364915832877,5.20276069641113,575,35,0.608987867832184,63.6818707784017,6.77556339899699,1.12634527683258,1.15455305576324,15.7704512139914,20.075,7.45833333333333,9.20066070556641,795.248388,13388.02,39,656.565656565657,2,0,2,"H2ARP1"
"690",690,"229.C","MDD","MDD05","Greening Australia","GA-Vic H141 Z2","229","C",2009,-37.0744,141.9186,2004,5,"TS","Planting",NA,0.0594,"Linear??? (? rows, 25 m)",2,0.467860043048859,4.01746129989624,23.7166315714518,8.3154296875,172,0.0962626126905282,0.0167364915832877,5.20276069641113,575,35,0.608987867832184,63.6818707784017,6.77556339899699,1.12634527683258,1.15455305576324,15.7704512139914,20.075,7.45833333333333,9.20066070556641,933.520157,15715.8275589226,43,723.905723905724,2,0,2,"H2ARP1"
"691",691,"230.A","MDD","MDD05","Greening Australia","GA-Vic H141 Z2","230","A",2009,-36.9555,141.4038,2000,9,"TS","Planting",NA,0.06,"Block",5,0.463687151670456,3.15529918670654,20.2763913472493,13.4805145263672,167,0.0931287581721942,0.0169297779599826,5.16431760787964,581,39,0.648067533969879,66.685312906901,6.17515675226847,0.51820307970047,1.04926657676697,15.9799946616748,20.375,7.41666666666667,11.3047161102295,3322.50798,55375.133,31,516.666666666667,1,0,1,"H2COP1"
"692",692,"230.B","MDD","MDD05","Greening Australia","GA-Vic H141 Z2","230","B",2009,-36.9555,141.4038,2000,9,"TS","Planting",NA,0.06,"Block",5,0.463687151670456,3.15529918670654,20.2763913472493,13.4805145263672,167,0.0931287581721942,0.0169297779599826,5.16431760787964,581,39,0.648067533969879,66.685312906901,6.17515675226847,0.51820307970047,1.04926657676697,15.9799946616748,20.375,7.41666666666667,11.3047161102295,6460.231428,107670.5238,31,516.666666666667,1,0,1,"H2COP1"
"693",693,"230.C","MDD","MDD05","Greening Australia","GA-Vic H141 Z2","230","C",2009,-36.9555,141.4038,2000,9,"TS","Planting",NA,0.06,"Block",5,0.463687151670456,3.15529918670654,20.2763913472493,13.4805145263672,167,0.0931287581721942,0.0169297779599826,5.16431760787964,581,39,0.648067533969879,66.685312906901,6.17515675226847,0.51820307970047,1.04926657676697,15.9799946616748,20.375,7.41666666666667,11.3047161102295,8123.164664,135386.077733333,33,550,1,0,1,"H2COP1"
"694",694,"231.A","MDD","MDD05","Greening Australia","GA-Vic H141 Z2","231","A",2009,-36.9576,141.403,1997,12,"TS","Planting",NA,0.09,"Block",5,0.463687151670456,3.01403045654297,24.9977086385091,10.5554962158203,169,0.0988829284906387,0.0148148983716965,5.21466890970866,581,39,0.641934394836426,62.4906196594238,7.08376010258992,0.880831837654114,1.07664978504181,15.9799946616748,20.375,7.41666666666667,8.19736480712891,9172.533639,101917.040433333,43,477.777777777778,1.69767441860465,0.459265526933291,2,"H2COP2"
"695",695,"231.B","MDD","MDD05","Greening Australia","GA-Vic H141 Z2","231","B",2009,-36.9576,141.403,1997,12,"TS","Planting",NA,0.09,"Block",5,0.463687151670456,3.01403045654297,24.9977086385091,10.5554962158203,169,0.0988829284906387,0.0148148983716965,5.21466890970866,581,39,0.641934394836426,62.4906196594238,7.08376010258992,0.880831837654114,1.07664978504181,15.9799946616748,20.375,7.41666666666667,8.19736480712891,8260.18987,91779.8874444445,49,544.444444444444,4.46073623425348,0.598917520386783,5,"H2COP2"
"696",696,"231.C","MDD","MDD05","Greening Australia","GA-Vic H141 Z2","231","C",2009,-36.9576,141.403,1997,12,"TS","Planting",NA,0.09,"Block",5,0.463687151670456,3.01403045654297,24.9977086385091,10.5554962158203,169,0.0988829284906387,0.0148148983716965,5.21466890970866,581,39,0.641934394836426,62.4906196594238,7.08376010258992,0.880831837654114,1.07664978504181,15.9799946616748,20.375,7.41666666666667,8.19736480712891,9748.626418,108318.071311111,43,477.777777777778,1,0,1,"H2COP2"
"697",697,"232.A","MDD","MDD05","Greening Australia","GA-Vic H141 Z2","232","A",2009,-36.8832,141.2287,2001,8,"DS","Planting",NA,0.016,"Linear (2-3 rows, 16 m)",2,0.451892733573914,3.4660370349884,24.5192712148031,12.5788116455078,139,0.101619812349478,0.0143896689017614,5.13481156031291,573,39,0.647370517253876,67.4528834025065,7.25593010584513,0.800702512264252,1.03633868694305,15.9461114265263,20.625,7.55,11.1856927871704,666.813282,41675.830125,35,2187.5,4.98309470415732,0.128916666165196,5,"H2CUP1"
"698",698,"232.B","MDD","MDD05","Greening Australia","GA-Vic H141 Z2","232","B",2009,-36.8832,141.2287,2001,8,"DS","Planting",NA,0.016,"Linear (2-3 rows, 16 m)",2,0.451892733573914,3.4660370349884,24.5192712148031,12.5788116455078,139,0.101619812349478,0.0143896689017614,5.13481156031291,573,39,0.647370517253876,67.4528834025065,7.25593010584513,0.800702512264252,1.03633868694305,15.9461114265263,20.625,7.55,11.1856927871704,739.770165,46235.6353125,36,2250,4.5,0.626783170528009,5,"H2CUP1"
"699",699,"232.C","MDD","MDD05","Greening Australia","GA-Vic H141 Z2","232","C",2009,-36.8832,141.2287,2001,8,"DS","Planting",NA,0.016,"Linear (2-3 rows, 16 m)",2,0.451892733573914,3.4660370349884,24.5192712148031,12.5788116455078,139,0.101619812349478,0.0143896689017614,5.13481156031291,573,39,0.647370517253876,67.4528834025065,7.25593010584513,0.800702512264252,1.03633868694305,15.9461114265263,20.625,7.55,11.1856927871704,785.69712,49106.07,48,3000,2.95281477151626,0.212035071432214,3,"H2CUP1"
"700",700,"233.A","MDD","MDD05","Greening Australia","GA-Vic H141 Z2","233","A",2009,-36.9098,142.0104,2000,9,"TS","Planting",NA,0.2625,"Block",5,0.414808928966522,2.29401803016663,32.5811341603597,3.17475891113281,156,0.115050156911214,0.0176674438019594,6.17502689361572,521,32,0.552713871002197,59.0880343119303,7.50610605875651,0.159560769796371,1.20574963092804,16.0756490844222,20.45,7.55833333333333,10.491156578064,3366.48149,12824.6913904762,32,121.904761904762,1,0,1,"H2DAP1"
"701",701,"233.B","MDD","MDD05","Greening Australia","GA-Vic H141 Z2","233","B",2009,-36.9098,142.0104,2000,9,"TS","Planting",NA,0.2625,"Block",5,0.414808928966522,2.29401803016663,32.5811341603597,3.17475891113281,156,0.115050156911214,0.0176674438019594,6.17502689361572,521,32,0.552713871002197,59.0880343119303,7.50610605875651,0.159560769796371,1.20574963092804,16.0756490844222,20.45,7.55833333333333,10.491156578064,4585.114578,17467.1031542857,38,144.761904761905,1,0,1,"H2DAP1"
"702",702,"233.C","MDD","MDD05","Greening Australia","GA-Vic H141 Z2","233","C",2009,-36.9098,142.0104,2000,9,"TS","Planting",NA,0.2625,"Block",5,0.414808928966522,2.29401803016663,32.5811341603597,3.17475891113281,156,0.115050156911214,0.0176674438019594,6.17502689361572,521,32,0.552713871002197,59.0880343119303,7.50610605875651,0.159560769796371,1.20574963092804,16.0756490844222,20.45,7.55833333333333,10.491156578064,6881.78392,26216.3196952381,39,148.571428571429,1,0,1,"H2DAP1"
